trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
15,0,15,0,10,44.4537482,44.4537482,0.0481483,[0.32592592592592595],[-0.3861111111111111],[1],[0],[0],[2.5118993000000955],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
16,0,16,0,10,47.0194385,47.0194385,0.0453704,[-0.33240740740740743],[-0.05925925925925926],[1],[0],[0],[1.7304691000003913],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
17,0,17,0,5,48.7760887,48.7760887,0.0245041,[-0.42777777777777776],[0.2388888888888889],[1],[0],[0],[1.7016598999998678],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
18,0,18,0,5,50.5171871,50.5171871,0.0350145,[-0.07314814814814814],[0.3712962962962963],[1],[0],[0],[1.9754406000001836],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
19,0,19,0,5,52.5164358,52.5164358,0.0187405,[-0.18611111111111112],[0.2953703703703704],[1],[0],[0],[1.541685900000175],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
20,0,20,0,10,54.1147666,54.1147666,0.0449406,[-0.3962962962962963],[0.08148148148148149],[1],[0],[0],[1.6640302000000702],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
21,0,21,0,10,55.8370106,55.8370106,0.0493824,[0.30648148148148147],[0.12685185185185185],[1],[0],[0],[2.7270676000002823],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
22,0,22,0,5,58.5928783,58.5928783,0.0255287,[-0.046296296296296294],[-0.13148148148148148],[1],[0],[0],[2.1522141999998894],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
23,0,23,0,10,60.8000532,60.8000532,0.0471307,[-0.2722222222222222],[0.5],[1],[0],[0],[2.7790697000000364],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
24,0,24,0,5,63.6082175,63.6082175,0.0288618,[-0.3962962962962963],[0.32037037037037036],[1],[0],[0],[1.4990974000002097],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
25,0,25,0,10,65.1606801,65.1606801,0.0436717,[-0.0824074074074074],[-0.45],[1],[0],[0],[2.6510427999996864],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
26,0,26,0,5,67.8374607,67.8374607,0.0245604,[0.2351851851851852],[0.2638888888888889],[1],[0],[0],[1.4847018999998909],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
27,0,27,0,5,69.352776,69.352776,0.0214824,[0.2111111111111111],[0.25092592592592594],[1],[0],[0],[1.2377532999998948],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
28,0,28,0,5,70.6202599,70.6202599,0.0213677,[0.09259259259259259],[0.2796296296296296],[1],[0],[0],[1.0872804000000542],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
29,0,29,0,10,71.7603272,71.7603272,0.0420121,[0.49074074074074076],[0.19537037037037036],[1],[0],[0],[2.451372900000024],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
30,0,30,0,5,74.2326167,74.2326167,0.0224881,[-0.028703703703703703],[0.053703703703703705],[1],[0],[0],[1.9057073000003584],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
31,0,31,0,5,76.1701252,76.1701252,0.0218102,[0.1962962962962963],[-0.44722222222222224],[1],[0],[0],[1.9046355999998923],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
32,0,32,0,10,78.1268921,78.1268921,0.046136,[0.03148148148148148],[-0.05740740740740741],[1],[0],[0],[1.8964341999999306],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
33,0,33,0,10,80.0793151,80.0793151,0.0481235,[-0.262037037037037],[-0.21296296296296297],[1],[0],[0],[1.7606899000002159],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
34,0,34,0,5,81.8680296,81.8680296,0.0229256,[-0.4185185185185185],[-0.18055555555555555],[1],[0],[0],[1.7195969999997942],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
35,0,35,0,10,83.6416169,83.6416169,0.0435254,[0.28425925925925927],[-0.09259259259259259],[1],[0],[0],[2.0512353999997686],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
36,0,36,0,10,85.7383633,85.7383633,0.0413954,[-0.4564814814814815],[0.15833333333333333],[1],[0],[0],[2.151020100000096],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
37,0,37,0,5,87.9178903,87.9178903,0.0272469,[-0.010185185185185186],[0.4425925925925926],[1],[0],[0],[1.666420300000027],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
38,0,38,0,10,89.6458211,89.6458211,0.0479177,[-0.08981481481481482],[-0.32037037037037036],[1],[0],[0],[1.7451881000001777],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
39,0,39,0,10,91.445744,91.445744,0.0479961,[0.13796296296296295],[0.4361111111111111],[1],[0],[0],[2.2129480999997213],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
40,0,40,0,10,93.7152708,93.7152708,0.0530873,[0.21851851851851853],[-0.06388888888888888],[1],[0],[0],[2.1416529999996783],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
41,0,41,0,5,95.8800244,95.8800244,0.0236532,[0.4824074074074074],[-0.025925925925925925],[1],[0],[0],[1.6861730999999054],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
42,0,42,0,10,97.6245639,97.6245639,0.0466626,[0.12314814814814815],[-0.3388888888888889],[1],[0],[0],[1.9782230999999229],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
43,0,43,0,10,99.6554562,99.6554562,0.0476263,[0.17777777777777778],[0.10277777777777777],[1],[0],[0],[1.5621952999999849],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
44,0,44,0,5,101.245165,101.245165,0.0244322,[0.30277777777777776],[-0.4425925925925926],[1],[0],[0],[1.219347199999902],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
45,0,45,0,10,102.5182224,102.5182224,0.0434644,[0.47962962962962963],[-0.14537037037037037],[1],[0],[0],[2.8318516999997883],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
46,0,46,0,5,105.3834591,105.3834591,0.0306947,[-0.38055555555555554],[-0.3972222222222222],[1],[0],[0],[1.9958256999998412],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
47,0,47,0,10,107.4386165,107.4386165,0.0452055,[-0.11944444444444445],[-0.30277777777777776],[1],[0],[0],[2.3985325000003286],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
48,0,48,0,10,109.8744972,109.8744972,0.0325141,[0.15092592592592594],[0.5],[1],[0],[0],[1.8757387999999082],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
49,0,49,0,5,111.7749716,111.7749716,0.0235237,[-0.11296296296296296],[-0.26944444444444443],[1],[0],[0],[2.1044934000001376],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
50,0,50,0,10,113.9331039,113.9331039,0.0416567,[0.25277777777777777],[-0.017592592592592594],[1],[0],[0],[2.551764700000149],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
51,0,51,0,5,116.5129907,116.5129907,0.0289459,[0.35185185185185186],[0.2212962962962963],[1],[0],[0],[1.4646457000003466],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
52,0,52,0,10,118.0335423,118.0335423,0.0427983,[-0.24814814814814815],[-0.275],[1],[0],[0],[1.7511430000004111],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
53,0,53,0,5,119.8062836,119.8062836,0.0224025,[0.17314814814814813],[-0.4703703703703704],[1],[0],[0],[1.9215710000003128],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
54,0,54,0,10,121.7826303,121.7826303,0.0458069,[0.06296296296296296],[0.42962962962962964],[1],[0],[0],[1.7470232000000578],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
55,0,55,0,10,123.58096,123.58096,0.0446215,[-0.40925925925925927],[0.040740740740740744],[1],[0],[0],[2.0317761999999675],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
56,0,56,0,10,125.6686725,125.6686725,0.0458791,[0.44907407407407407],[0.22314814814814815],[1],[0],[0],[2.0125992000002952],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
57,0,57,0,5,127.7061475,127.7061475,0.0245856,[0.33055555555555555],[0.10092592592592593],[1],[0],[0],[1.2853919999997743],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
58,0,58,0,5,129.022871,129.022871,0.0218979,[-0.1037037037037037],[-0.33796296296296297],[1],[0],[0],[1.7542515999998614],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
59,0,59,0,10,130.8287684,130.8287684,0.0438317,[-0.27037037037037037],[-0.262037037037037],[1],[0],[0],[2.3177310000000944],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
60,0,60,0,10,133.1928381,133.1928381,0.04,[0.21203703703703702],[-0.45925925925925926],[1],[0],[0],[2.354342600000109],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
61,0,61,0,5,135.5683005,135.5683005,0.0217948,[0.3675925925925926],[0.2657407407407407],[1],[0],[0],[2.255533600000035],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
62,0,62,0,5,137.8509621,137.8509621,0.0215372,[-0.2824074074074074],[0.21666666666666667],[1],[0],[0],[1.739900800000214],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
63,0,63,0,10,139.6429623,139.6429623,0.0435762,[-0.20833333333333334],[-0.16666666666666666],[1],[0],[0],[2.632273200000327],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
64,0,64,0,10,142.3247689,142.3247689,0.0430108,[-0.24351851851851852],[0.3351851851851852],[1],[0],[0],[1.835048800000095],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
65,0,65,0,5,144.1864585,144.1864585,0.0253668,[-0.4425925925925926],[-0.34444444444444444],[1],[0],[0],[1.7676910000000134],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
66,0,66,0,10,146.0040184,146.0040184,0.0392428,[0.11944444444444445],[-0.35185185185185186],[1],[0],[0],[1.5722006000000874],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
67,0,67,0,10,147.6250296,147.6250296,0.0443283,[0.4842592592592593],[-0.03425925925925926],[1],[0],[0],[2.1647877999998855],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
68,0,68,0,5,149.8156773,149.8156773,0.022929,[0.07592592592592592],[-0.1574074074074074],[1],[0],[0],[1.3889420999998947],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
69,0,69,0,5,151.2358023,151.2358023,0.0227337,[0.19722222222222222],[0.3287037037037037],[1],[0],[0],[1.5034445000001142],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
70,0,70,0,10,152.792847,152.792847,0.0478298,[0.29814814814814816],[0.20185185185185187],[1],[0],[0],[1.479223599999841],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
71,0,71,0,10,154.3225818,154.3225818,0.0447304,[0.35185185185185186],[-0.17685185185185184],[1],[0],[0],[1.6996679999997468],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
72,0,72,0,10,156.0738276,156.0738276,0.0449727,[-0.42407407407407405],[-0.3],[1],[0],[0],[2.1482436000001144],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
73,0,73,0,5,158.2479234,158.2479234,0.022608,[-0.2351851851851852],[0.48333333333333334],[1],[0],[0],[1.8710246000000552],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
74,0,74,0,5,160.1465649,160.1465649,0.0227609,[-0.12685185185185185],[-0.2601851851851852],[1],[0],[0],[2.3378389000004063],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
75,0,75,0,5,162.5133715,162.5133715,0.024048,[-0.20277777777777778],[0.33240740740740743],[1],[0],[0],[1.4528761000001396],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
76,0,76,0,10,164.0219291,164.0219291,0.0455357,[0.30925925925925923],[0.12777777777777777],[1],[0],[0],[1.9639834000004157],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
77,0,77,0,5,166.0121312,166.0121312,0.023235,[0.462037037037037],[-0.019444444444444445],[1],[0],[0],[1.5699082000001],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
78,0,78,0,10,167.6331198,167.6331198,0.0406754,[-0.15],[0.4583333333333333],[1],[0],[0],[2.3702814999996917],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
79,0,79,0,10,170.0544124,170.0544124,0.0454437,[-0.36203703703703705],[-0.4685185185185185],[1],[0],[0],[2.913842000000386],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
80,0,80,0,10,173.0204167,173.0204167,0.0461117,[0.13055555555555556],[-0.2611111111111111],[1],[0],[0],[1.8799159000000145],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
81,0,81,0,10,174.9525153,174.9525153,0.0458495,[0.14537037037037037],[-0.42962962962962964],[1],[0],[0],[1.5472057000001769],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
82,0,82,0,5,176.5273359,176.5273359,0.0225398,[0.30833333333333335],[-0.22870370370370371],[1],[0],[0],[2.238038499999675],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
83,0,83,0,10,178.8161618,178.8161618,0.0436367,[0.19074074074074074],[-0.31296296296296294],[1],[0],[0],[1.633953399999882],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
84,0,84,0,5,180.4752637,180.4752637,0.0230873,[-0.04537037037037037],[-0.4287037037037037],[1],[0],[0],[1.837447400000201],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
85,0,85,0,5,182.3409539,182.3409539,0.0220853,[-0.39537037037037037],[0.22685185185185186],[1],[0],[0],[1.8203117000002749],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
86,0,86,0,5,184.1931118,184.1931118,0.021918,[-0.1925925925925926],[-0.44814814814814813],[1],[0],[0],[1.955250800000158],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
87,0,87,0,10,186.1976353,186.1976353,0.0406325,[-0.48333333333333334],[0.2712962962962963],[1],[0],[0],[2.0202611999998226],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
88,0,88,0,10,188.2704858,188.2704858,0.0483125,[0.4305555555555556],[-0.4148148148148148],[1],[0],[0],[1.9947235000004184],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
89,0,89,0,5,190.2892955,190.2892955,0.0215378,[-0.3],[-0.21666666666666667],[1],[0],[0],[1.9219726000001174],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
90,0,90,0,5,192.2422631,192.2422631,0.0245162,[-0.8611111111111112],[-0.32685185185185184],[1],[0],[0],[1.4344089000001077],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
91,0,91,0,10,193.7286078,193.7286078,0.0418105,[-0.06111111111111111],[0.43796296296296294],[1],[0],[0],[2.435929899999792],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
92,0,92,0,5,196.1901362,196.1901362,0.0221176,[0.36666666666666664],[-0.3574074074074074],[1],[0],[0],[1.8042608000000655],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
93,0,93,0,10,198.0499812,198.0499812,0.0469892,[0.46296296296296297],[0.019444444444444445],[1],[0],[0],[1.528472899999997],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
94,0,94,0,10,199.630448,199.630448,0.0429542,[-0.37777777777777777],[0.2361111111111111],[1],[0],[0],[2.232790499999737],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
95,0,95,0,5,201.892445,201.892445,0.0304067,[0.31296296296296294],[0.29814814814814816],[1],[0],[0],[1.7319929999998749],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
96,0,96,0,5,203.6592784,203.6592784,0.0245987,[0.19722222222222222],[-0.2851851851851852],[1],[0],[0],[1.7168535999999222],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
97,0,97,0,5,205.4027644,205.4027644,0.0231775,[0.040740740740740744],[0.07314814814814814],[1],[0],[0],[1.5708447000001797],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
98,0,98,0,5,207.0028226,207.0028226,0.022168,[0.041666666666666664],[-0.2722222222222222],[1],[0],[0],[1.6219231000000036],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
99,0,99,0,5,208.6547929,208.6547929,0.0234066,[-0.35555555555555557],[0.23333333333333334],[1],[0],[0],[1.8865680000003522],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
100,0,100,0,10,210.5945973,210.5945973,0.0456996,[0.23333333333333334],[-0.39444444444444443],[1],[0],[0],[2.8813906999998835],[],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
101,0,101,0,5,213.4989249,213.4989249,0.0219269,[0.2111111111111111],[-0.42962962962962964],[1],[0],[0],[2.3570426000001135],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
102,0,102,0,5,215.8874031,215.8874031,0.0263871,[0.23425925925925925],[-0.4546296296296296],[1],[0],[0],[1.4829712999999174],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
103,0,103,0,5,217.4086357,217.4086357,0.0265374,[0.1425925925925926],[-0.4601851851851852],[1],[0],[0],[1.3790165999998862],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
104,0,104,0,5,218.8171508,218.8171508,0.0243862,[-0.45],[-0.032407407407407406],[1],[0],[0],[1.9022538999997778],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
105,0,105,0,5,220.7487719,220.7487719,0.0217586,[-0.19537037037037036],[0.30925925925925923],[1],[0],[0],[1.7720020000001568],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
106,0,106,0,5,222.5529313,222.5529313,0.0276491,[-0.4546296296296296],[-0.2037037037037037],[1],[0],[0],[1.532966999999644],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
107,0,107,0,5,224.1159241,224.1159241,0.0234517,[0.4666666666666667],[0.23703703703703705],[1],[0],[0],[2.038104799999928],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
108,0,108,0,5,226.1837894,226.1837894,0.0257455,[-0.33796296296296297],[-0.15833333333333333],[1],[0],[0],[1.6180395000001226],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
109,0,109,0,10,227.8598786,227.8598786,0.0482497,[0.3101851851851852],[-0.4787037037037037],[1],[0],[0],[2.9278708000001643],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
110,0,110,0,10,230.8429167,230.8429167,0.0468385,[0.42592592592592593],[0.16944444444444445],[1],[0],[0],[2.0463535999997475],['target'],75075,1,2022-09-21_15h19.57.535,Visual search sept 29'22,2022.2.3,60.04740142
