trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
11,0,11,0,5,51.0932698,51.0932698,0.0118022,[-0.49444444444444446],[-0.337037037037037],[1],[0],[0],[1.7173237999668345],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
12,0,12,0,10,52.8444699,52.8444699,0.0220715,[-0.38425925925925924],[-0.41944444444444445],[1],[0],[0],[1.550426299974788],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
13,0,13,0,5,54.4125981,54.4125981,0.0143346,[0.26666666666666666],[-0.3351851851851852],[1],[0],[0],[1.295788299990818],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
14,0,14,0,5,55.7278279,55.7278279,0.0148652,[-0.19907407407407407],[0.4212962962962963],[1],[0],[0],[1.3644393000286072],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
15,0,15,0,5,57.1161312,57.1161312,0.0184739,[0.4046296296296296],[-0.14166666666666666],[1],[0],[0],[1.190098899998702],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
16,0,16,0,10,58.3355952,58.3355952,0.0227492,[-0.3962962962962963],[0.19814814814814816],[1],[0],[0],[2.3881759999785572],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
17,0,17,0,10,60.7442369,60.7442369,0.0184306,[-0.13518518518518519],[0.009259259259259259],[1],[0],[0],[1.8120560999959707],[],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
18,0,18,0,5,62.5774057,62.5774057,0.0172523,[-0.03333333333333333],[-0.2574074074074074],[1],[0],[0],[0.9249604000360705],[],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
19,0,19,0,5,63.5222167,63.5222167,0.015962,[0.05925925925925926],[-0.3851851851851852],[1],[0],[0],[1.045299299992621],[],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
20,0,20,0,5,64.5870239,64.5870239,0.0122221,[0.40185185185185185],[0.08333333333333333],[1],[0],[0],[1.2634296999895014],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
21,0,21,0,10,65.8778382,65.8778382,0.0218826,[-0.38796296296296295],[0.05925925925925926],[1],[0],[0],[1.0385765000246465],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
22,0,22,0,5,66.9325677,66.9325677,0.0126676,[0.14166666666666666],[0.07777777777777778],[1],[0],[0],[0.9998175999498926],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
23,0,23,0,10,67.9667621,67.9667621,0.0297003,[0.32592592592592595],[-0.20185185185185187],[1],[0],[0],[0.9982211999595165],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
24,0,24,0,5,68.9790932,68.9790932,0.0132648,[-0.36574074074074076],[-0.22037037037037038],[1],[0],[0],[1.116569600009825],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
25,0,25,0,5,70.1152787,70.1152787,0.0133776,[-0.25],[0.24259259259259258],[1],[0],[0],[0.9982416999991983],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
26,0,26,0,10,71.1474995,71.1474995,0.0281981,[-0.48703703703703705],[0.17314814814814813],[1],[0],[0],[1.6485007000155747],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
27,0,27,0,10,72.8280133,72.8280133,0.0290752,[0.4935185185185185],[0.23981481481481481],[1],[0],[0],[1.1336547000100836],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
28,0,28,0,10,73.9948564,73.9948564,0.0290169,[-0.2759259259259259],[0.4222222222222222],[1],[0],[0],[2.164062099996954],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
29,0,29,0,5,76.1765749,76.1765749,0.0134541,[0.37962962962962965],[-0.3611111111111111],[1],[0],[0],[1.4169504000456072],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
30,0,30,0,5,77.6236102,77.6236102,0.0227721,[-0.18611111111111112],[-0.40370370370370373],[1],[0],[0],[1.466850200027693],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
31,0,31,0,5,79.1112814,79.1112814,0.0151908,[-0.275],[0.35462962962962963],[1],[0],[0],[1.109905700024683],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
32,0,32,0,10,80.2488616,80.2488616,0.022784,[0.23425925925925925],[-0.062037037037037036],[1],[0],[0],[1.1893360000103712],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
33,0,33,0,5,81.4562977,81.4562977,0.0145063,[0.32407407407407407],[-0.2611111111111111],[1],[0],[0],[1.7626217000070028],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
34,0,34,0,5,83.2394589,83.2394589,0.0169352,[0.33240740740740743],[0.1925925925925926],[1],[0],[0],[1.2940815999754705],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
35,0,35,0,10,84.5644885,84.5644885,0.026224,[0.45092592592592595],[0.387037037037037],[1],[0],[0],[1.2203253000043333],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
36,0,36,0,10,85.8157286,85.8157286,0.0244095,[0.1824074074074074],[-0.14074074074074075],[1],[0],[0],[1.2703553999890573],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
37,0,37,0,10,87.1130284,87.1130284,0.0240718,[-0.15925925925925927],[-0.33425925925925926],[1],[0],[0],[1.1210887000197545],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
38,0,38,0,10,88.2805356,88.2805356,0.0360385,[-0.4638888888888889],[0.4185185185185185],[1],[0],[0],[1.5379813999752514],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
39,0,39,0,5,89.8318913,89.8318913,0.0147006,[0.11851851851851852],[0.23333333333333334],[1],[0],[0],[1.3971415999694727],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
40,0,40,0,10,91.2732957,91.2732957,0.0334164,[-0.4675925925925926],[-0.2064814814814815],[1],[0],[0],[1.3065337999723852],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
41,0,41,0,5,92.6122688,92.6122688,0.024689,[-0.24074074074074073],[0.4027777777777778],[1],[0],[0],[1.0685052000335418],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
42,0,42,0,10,93.7093756,93.7093756,0.026217,[-0.29814814814814816],[0.004629629629629629],[1],[0],[0],[0.9532717999536544],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
43,0,43,0,5,94.6776461,94.6776461,0.0159709,[-0.14444444444444443],[0.17222222222222222],[1],[0],[0],[1.180378400022164],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
44,0,44,0,10,95.902952,95.902952,0.0358313,[-0.32407407407407407],[-0.075],[1],[0],[0],[1.276248999987729],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
45,0,45,0,10,97.2209368,97.2209368,0.0418857,[-0.2],[-0.48518518518518516],[1],[0],[0],[6.881619599997066],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
46,0,46,0,5,104.1202269,104.1202269,0.0150754,[0.42777777777777776],[0.32685185185185184],[1],[0],[0],[1.7638645999832079],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
47,0,47,0,5,105.9049498,105.9049498,0.0170788,[0.4101851851851852],[-0.35833333333333334],[1],[0],[0],[1.0605895000044256],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
48,0,48,0,5,106.9806035,106.9806035,0.0126447,[0.26851851851851855],[-0.14351851851851852],[1],[0],[0],[0.9007973999832757],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
49,0,49,0,10,107.9127086,107.9127086,0.025609,[-0.31666666666666665],[0.18703703703703703],[1],[0],[0],[1.453336299979128],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
50,0,50,0,10,109.4002155,109.4002155,0.0313142,[-0.044444444444444446],[-0.32685185185185184],[1],[0],[0],[1.1309094000025652],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
51,0,51,0,10,110.5593147,110.5593147,0.0242167,[-0.20185185185185187],[-0.49537037037037035],[1],[0],[0],[1.2541132000042126],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
52,0,52,0,10,111.8429788,111.8429788,0.0240628,[-0.16666666666666666],[0.2537037037037037],[1],[0],[0],[1.0874223000137135],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
53,0,53,0,10,112.9574759,112.9574759,0.0249224,[0.44074074074074077],[0.3287037037037037],[1],[0],[0],[0.9374039000249468],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
54,0,54,0,10,113.9233241,113.9233241,0.0239558,[-0.43148148148148147],[-0.09166666666666666],[1],[0],[0],[1.2380527000059374],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
55,0,55,0,5,115.1756686,115.1756686,0.0137451,[0.14444444444444443],[-0.32685185185185184],[1],[0],[0],[1.4302629999583587],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
56,0,56,0,5,116.6248673,116.6248673,0.0138292,[0.475],[0.22037037037037038],[1],[0],[0],[1.2470434000133537],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
57,0,57,0,5,117.8864601,117.8864601,0.011619,[0.44074074074074077],[0.3592592592592593],[1],[0],[0],[1.1180722000426613],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
58,0,58,0,5,119.0232191,119.0232191,0.0147364,[0.3148148148148148],[-0.18425925925925926],[1],[0],[0],[1.0144883000175469],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
59,0,59,0,10,120.0657229,120.0657229,0.0216361,[-0.22407407407407406],[0.15648148148148147],[1],[0],[0],[1.5911042999941856],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
60,0,60,0,5,121.6729099,121.6729099,0.0147002,[-0.13148148148148148],[-0.16111111111111112],[1],[0],[0],[0.8983088000095449],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
61,0,61,0,5,122.5927295,122.5927295,0.017389,[-0.10277777777777777],[-0.07314814814814814],[1],[0],[0],[0.7589905000058934],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
62,0,62,0,5,123.3708443,123.3708443,0.0139842,[-0.24537037037037038],[-0.28425925925925927],[1],[0],[0],[0.8642333999741822],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
63,0,63,0,5,124.2560367,124.2560367,0.0158965,[0.013888888888888888],[-0.3101851851851852],[1],[0],[0],[1.0292193000204861],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
64,0,64,0,5,125.2972184,125.2972184,0.010203,[-0.08518518518518518],[0.4027777777777778],[1],[0],[0],[1.3020543999737129],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
65,0,65,0,10,126.6300666,126.6300666,0.0215313,[-0.2759259259259259],[0.5],[1],[0],[0],[1.4876127000316046],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
66,0,66,0,5,128.1308179,128.1308179,0.0117412,[-0.4583333333333333],[-0.34074074074074073],[1],[0],[0],[1.098873500013724],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
67,0,67,0,10,129.2612831,129.2612831,0.0243813,[0.08981481481481482],[-0.014814814814814815],[1],[0],[0],[1.0054258000454865],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
68,0,68,0,5,130.2823465,130.2823465,0.0127956,[-0.3416666666666667],[-0.4027777777777778],[1],[0],[0],[0.9136359000112861],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
69,0,69,0,10,131.2298094,131.2298094,0.0244149,[0.19166666666666668],[0.27314814814814814],[1],[0],[0],[1.1684754000161774],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
70,0,70,0,5,132.4120156,132.4120156,0.0134572,[0.362962962962963],[-0.4083333333333333],[1],[0],[0],[1.3826628000242636],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
71,0,71,0,10,133.8281518,133.8281518,0.0248415,[0.3416666666666667],[0.24722222222222223],[1],[0],[0],[1.1858981000259519],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
72,0,72,0,5,135.0272362,135.0272362,0.0117879,[0.3351851851851852],[-0.425],[1],[0],[0],[1.1137974999728613],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
73,0,73,0,10,136.1886204,136.1886204,0.033635,[-0.18703703703703703],[0.18611111111111112],[1],[0],[0],[1.0105912999715656],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
74,0,74,0,5,137.2265233,137.2265233,0.0260608,[-0.5064814814814815],[0.01574074074074074],[1],[0],[0],[0.865049900021404],[],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
75,0,75,0,5,138.1236781,138.1236781,0.0257804,[0.06944444444444445],[0.48703703703703705],[1],[0],[0],[1.166212399955839],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
76,0,76,0,5,139.3053018,139.3053018,0.0105837,[0.4351851851851852],[-0.1388888888888889],[1],[0],[0],[0.9189933000016026],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
77,0,77,0,10,140.2510301,140.2510301,0.0251002,[0.30185185185185187],[0.28888888888888886],[1],[0],[0],[0.9215304999961518],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
78,0,78,0,5,141.1876342,141.1876342,0.011149,[0.2851851851851852],[-0.3175925925925926],[1],[0],[0],[0.833450099977199],[],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
79,0,79,0,10,142.0434361,142.0434361,0.0180963,[-0.44351851851851853],[0.14907407407407408],[1],[0],[0],[1.04472020000685],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
80,0,80,0,10,143.1158743,143.1158743,0.0229594,[0.03148148148148148],[0.11944444444444445],[1],[0],[0],[0.8895766999921761],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
81,0,81,0,10,144.0339735,144.0339735,0.0258545,[0.16944444444444445],[0.34814814814814815],[1],[0],[0],[1.0355678999912925],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
82,0,82,0,5,145.0798583,145.0798583,0.0102218,[-0.010185185185185186],[-0.4564814814814815],[1],[0],[0],[0.9193305999506265],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
83,0,83,0,10,146.0302246,146.0302246,0.0230276,[-0.4777777777777778],[-0.43333333333333335],[1],[0],[0],[1.6397904999903403],[],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
84,0,84,0,5,147.679888,147.679888,0.0103797,[-0.12037037037037036],[-0.23796296296296296],[1],[0],[0],[1.2004032999975607],[],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
85,0,85,0,10,148.9083681,148.9083681,0.0200711,[0.19537037037037036],[0.1537037037037037],[1],[0],[0],[0.8746454000356607],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
86,0,86,0,5,149.7925701,149.7925701,0.0095285,[0.32407407407407407],[-0.275],[1],[0],[0],[1.453459499985911],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
87,0,87,0,5,151.2700958,151.2700958,0.0150453,[0.30925925925925923],[-0.45740740740740743],[1],[0],[0],[1.0280315999989398],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
88,0,88,0,10,152.3257596,152.3257596,0.0232921,[0.07037037037037037],[-0.012037037037037037],[1],[0],[0],[1.0883618000079878],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
89,0,89,0,10,153.4395372,153.4395372,0.0224264,[-0.10092592592592593],[0.04814814814814815],[1],[0],[0],[1.388033399998676],['target'],9962,1,2022-09-27_18h52.29.674,T5,2022.2.3,60.19360671
