trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
131,0,131,0,5,293.5576313,293.5576313,0.0258428,[0.5064814814814815],[0.2861111111111111],[1],[0],[0],[1.7504723000001832],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
132,0,132,0,10,295.3729239,295.3729239,0.0506888,[-0.19537037037037036],[0.07592592592592592],[1],[0],[0],[1.2085354999999254],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
133,0,133,0,5,296.6079426,296.6079426,0.0229636,[-0.0712962962962963],[-0.003703703703703704],[1],[0],[0],[1.6679351000002498],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
134,0,134,0,10,298.3369548,298.3369548,0.05002,[0.31851851851851853],[-0.4898148148148148],[1],[0],[0],[2.3748167000003377],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
135,0,135,0,5,300.7371738,300.7371738,0.0224038,[-0.19166666666666668],[0.3685185185185185],[1],[0],[0],[1.3042591000003085],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
136,0,136,0,10,302.0936217,302.0936217,0.0435923,[-0.34629629629629627],[-0.2611111111111111],[1],[0],[0],[2.247993800000586],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
137,0,137,0,5,304.371806,304.371806,0.0224628,[0.44537037037037036],[-0.4861111111111111],[1],[0],[0],[2.8356024000004254],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
138,0,138,0,10,307.2630999,307.2630999,0.0491281,[-0.3611111111111111],[0.2898148148148148],[1],[0],[0],[2.1946458000002167],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
139,0,139,0,10,309.5101374,309.5101374,0.0425512,[0.46574074074074073],[0.030555555555555555],[1],[0],[0],[1.585012600000482],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
140,0,140,0,10,311.1432972,311.1432972,0.045187,[0.34629629629629627],[-0.10277777777777777],[1],[0],[0],[1.565650800000185],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
141,0,141,0,10,312.7637934,312.7637934,0.0451719,[0.375],[0.027777777777777776],[1],[0],[0],[2.059671900000467],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
142,0,142,0,10,314.8746659,314.8746659,0.0443366,[0.09259259259259259],[0.06666666666666667],[1],[0],[0],[1.6840688000002046],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
143,0,143,0,5,316.5840165,316.5840165,0.0251824,[0.21203703703703702],[-0.2388888888888889],[1],[0],[0],[1.8849975000002814],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
144,0,144,0,10,318.5247382,318.5247382,0.0461872,[-0.3074074074074074],[-0.24074074074074073],[1],[0],[0],[1.7963909000000058],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
145,0,145,0,10,320.3757373,320.3757373,0.0442151,[-0.337037037037037],[-0.44722222222222224],[1],[0],[0],[1.948914099999456],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
146,0,146,0,5,322.3467879,322.3467879,0.0233072,[0.35555555555555557],[-0.4861111111111111],[1],[0],[0],[2.470177500000318],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
147,0,147,0,10,324.877754,324.877754,0.0464216,[0.12685185185185185],[0.3990740740740741],[1],[0],[0],[1.9804795000000013],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
148,0,148,0,5,326.9575961,326.9575961,0.1020045,[0.13240740740740742],[0.09074074074074075],[1],[0],[0],[1.625927000000047],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
149,0,149,0,10,328.6382347,328.6382347,0.0402385,[0.35],[0.18518518518518517],[1],[0],[0],[1.6022820999996839],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
150,0,150,0,10,330.2870287,330.2870287,0.0445543,[-0.3111111111111111],[0.1824074074074074],[1],[0],[0],[1.5806166000002122],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
151,0,151,0,5,331.8970384,331.8970384,0.0225305,[0.43703703703703706],[0.10648148148148148],[1],[0],[0],[2.2204946000001655],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
152,0,152,0,5,334.1425432,334.1425432,0.0225153,[-0.412962962962963],[-0.4601851851851852],[1],[0],[0],[2.354649199999585],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
153,0,153,0,5,336.5283786,336.5283786,0.0216897,[-0.35648148148148145],[0.4287037037037037],[1],[0],[0],[1.6718688000000839],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
154,0,154,0,5,338.2296285,338.2296285,0.0235391,[0.17222222222222222],[-0.3592592592592593],[1],[0],[0],[2.3193633999999292],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
155,0,155,0,5,340.5783208,340.5783208,0.0252932,[0.45740740740740743],[0.03888888888888889],[1],[0],[0],[1.7012528999994174],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
156,0,156,0,10,342.3354384,342.3354384,0.0459895,[0.27685185185185185],[-0.2518518518518518],[1],[0],[0],[1.931646300000466],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
157,0,157,0,10,344.3226615,344.3226615,0.0459805,[0.20277777777777778],[0.20185185185185187],[1],[0],[0],[1.2951080000002548],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
158,0,158,0,5,345.6417199,345.6417199,0.0228546,[-0.23055555555555557],[0.11296296296296296],[1],[0],[0],[1.8066596999997273],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
159,0,159,0,5,347.4760502,347.4760502,0.0221236,[0.2953703703703704],[-0.023148148148148147],[1],[0],[0],[1.5707458999995652],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
160,0,160,0,10,349.1041488,349.1041488,0.048409,[0.05648148148148148],[0.42962962962962964],[1],[0],[0],[1.6439259999997375],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
161,0,161,0,5,350.7760114,350.7760114,0.0222695,[0.3],[0.20277777777777778],[1],[0],[0],[1.4703619000001709],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
162,0,162,0,10,352.2984845,352.2984845,0.0465281,[0.10925925925925926],[0.35185185185185186],[1],[0],[0],[1.5313286000000517],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
163,0,163,0,10,353.8881782,353.8881782,0.0466141,[0.44537037037037036],[0.275],[1],[0],[0],[1.8311084999995728],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
164,0,164,0,10,355.7662792,355.7662792,0.0463694,[0.2916666666666667],[-0.044444444444444446],[1],[0],[0],[1.664150999999947],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
165,0,165,0,10,357.4857542,357.4857542,0.0459533,[0.062037037037037036],[0.4148148148148148],[1],[0],[0],[1.5457296000004135],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
166,0,166,0,5,359.0559834,359.0559834,0.0249589,[-0.025925925925925925],[0.23425925925925925],[1],[0],[0],[1.636453099999926],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
167,0,167,0,10,360.7508365,360.7508365,0.0443464,[-0.09537037037037037],[-0.4685185185185185],[1],[0],[0],[2.2990962999992917],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
168,0,168,0,5,363.0719532,363.0719532,0.021877,[-0.462037037037037],[0.1537037037037037],[1],[0],[0],[2.570738400000664],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
169,0,169,0,5,365.6731515,365.6731515,0.0216344,[0.44814814814814813],[-0.018518518518518517],[1],[0],[0],[2.154137300000002],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
170,0,170,0,5,367.8556419,367.8556419,0.0247653,[0.31851851851851853],[0.3537037037037037],[1],[0],[0],[2.5010301000002073],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
171,0,171,0,5,370.3837139,370.3837139,0.0225046,[-0.030555555555555555],[0.10092592592592593],[1],[0],[0],[1.5237881000002744],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
172,0,172,0,10,371.9610266,371.9610266,0.0438847,[-0.19166666666666668],[-0.14074074074074075],[1],[0],[0],[1.712894299999789],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
173,0,173,0,5,373.7033605,373.7033605,0.022291,[0.16944444444444445],[0.4648148148148148],[1],[0],[0],[2.35422219999964],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
174,0,174,0,5,376.0938537,376.0938537,0.0281471,[-0.3648148148148148],[0.45740740740740743],[1],[0],[0],[2.2098234000004595],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
175,0,175,0,5,378.3390991,378.3390991,0.0277334,[0.2212962962962963],[-0.42962962962962964],[1],[0],[0],[1.9312204999996538],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
176,0,176,0,5,380.3016018,380.3016018,0.0228897,[0.11944444444444445],[-0.1962962962962963],[1],[0],[0],[1.6542074999997567],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
177,0,177,0,5,381.9863544,381.9863544,0.026419,[0.049074074074074076],[0.4898148148148148],[1],[0],[0],[2.117768199999773],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
178,0,178,0,10,384.1589889,384.1589889,0.0456222,[0.2462962962962963],[-0.20555555555555555],[1],[0],[0],[1.8135182999994868],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
179,0,179,0,5,386.0005099,386.0005099,0.0213881,[0.04537037037037037],[-0.2175925925925926],[1],[0],[0],[2.4876239000004716],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
180,0,180,0,5,388.5180501,388.5180501,0.0256884,[-0.14537037037037037],[-0.28425925925925927],[1],[0],[0],[1.8333191000001534],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
181,0,181,0,10,390.4030006,390.4030006,0.0397799,[-0.2962962962962963],[0.22685185185185186],[1],[0],[0],[1.3044437999997172],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
182,0,182,0,5,391.733478,391.733478,0.0222248,[0.38425925925925924],[0.3148148148148148],[1],[0],[0],[1.6867076999997153],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
183,0,183,0,5,393.4461722,393.4461722,0.0234968,[-0.37777777777777777],[-0.17407407407407408],[1],[0],[0],[1.403621500000554],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
184,0,184,0,10,394.9094663,394.9094663,0.0471574,[-0.3],[0.2861111111111111],[1],[0],[0],[1.4804800000001705],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
185,0,185,0,5,396.4117423,396.4117423,0.0231433,[-0.2101851851851852],[-0.009259259259259259],[1],[0],[0],[1.1733614999993733],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
186,0,186,0,10,397.6466665,397.6466665,0.0477641,[-0.3398148148148148],[0.15462962962962962],[1],[0],[0],[1.3778298000006544],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
187,0,187,0,10,399.0737812,399.0737812,0.0436754,[0.22314814814814815],[-0.18611111111111112],[1],[0],[0],[2.1682536999996955],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
188,0,188,0,5,401.2630289,401.2630289,0.0221875,[-0.2212962962962963],[0.08796296296296297],[1],[0],[0],[1.571402799999305],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
189,0,189,0,5,402.8628378,402.8628378,0.0218845,[0.275],[-0.32314814814814813],[1],[0],[0],[2.1211794999999256],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
190,0,190,0,10,405.0394272,405.0394272,0.0468403,[0.2037037037037037],[-0.4101851851851852],[1],[0],[0],[2.4442275999999765],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
191,0,191,0,5,407.5128437,407.5128437,0.0258984,[0.3907407407407407],[0.47962962962962963],[1],[0],[0],[2.24960160000046],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
192,0,192,0,10,409.8187585,409.8187585,0.0446197,[-0.16111111111111112],[0.003703703703703704],[1],[0],[0],[3.22913410000001],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
193,0,193,0,5,413.0807137,413.0807137,0.0267058,[-0.35462962962962963],[0.34444444444444444],[1],[0],[0],[1.9153571000006195],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
194,0,194,0,10,415.0515713,415.0515713,0.0456938,[0.2462962962962963],[-0.05277777777777778],[1],[0],[0],[2.0621240999998918],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
195,0,195,0,10,417.1699397,417.1699397,0.0476615,[-0.41574074074074074],[-0.26851851851851855],[1],[0],[0],[1.9790857000007236],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
196,0,196,0,10,419.2053627,419.2053627,0.0491986,[-0.13333333333333333],[-0.17685185185185184],[1],[0],[0],[1.9594372999999905],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
197,0,197,0,10,421.2204021,421.2204021,0.0477666,[-0.010185185185185186],[0.01574074074074074],[1],[0],[0],[3.8958716999995886],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
198,0,198,0,5,425.142064,425.142064,0.0233235,[0.23333333333333334],[0.06018518518518518],[1],[0],[0],[1.686817300000257],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
199,0,199,0,10,426.883096,426.883096,0.047017,[-0.33425925925925926],[0.18333333333333332],[1],[0],[0],[1.8458693000002313],['target'],994909,1,2022-09-21_15h40.34.126,Visual search sept 29'22,2022.2.3,59.9599108
